OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
1,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,7085a596-1e1a-49c6-8469-d52591de216b,50,BICA,Bighorn Canyon National Recreation Area,9/6/2024 12:00:00 AM,MT,IM,767934,National Recreation Area,Lands,Bighorn Canyon,-12048636.2396,5637851.6521
2,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,55aee914-d70a-4850-82db-b16f77a1cd7b,338,HALE,Haleakala National Park,9/18/2024 12:00:00 AM,HI,PW,358382,National Park,Lands,Haleakala,-17380596.1664,2356074.7817
3,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,0eebbcef-d2db-40fa-be02-39ce8f051b09,272,HOCU,Hopewell Culture National Historical Park,9/18/2024 12:00:00 AM,OH,MW,1888931,National Historical Park,Lands,Hopewell Culture,-9254551.0019,4761689.1343
4,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,1b3159fe-ca37-46fe-a52c-fbb01c387643,258,INDU,Indiana Dunes National Park,9/12/2024 12:00:00 AM,IN,MW,446903,National Park,Lands,Indiana Dunes,-9688455.9807,5110123.6077
5,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,88ec79de-8983-4657-a58a-1d1b867ed88a,266,JEFF,Gateway Arch National Park,9/18/2024 12:00:00 AM,IL,MW,765817,National Park,Lands,Gateway Arch,-10038280.8322,4667878.1918
6,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,1cb13cf0-e2df-4362-86b2-41ab63307942,233,MALU,"Martin Luther King, Jr., National Historical Park",9/18/2024 12:00:00 AM,GA,SE,1704967,National Historical Park,Lands,Martin Luther King Jr.,-9392219.7822,3995939.9097
7,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,7d38461d-e92e-48ac-ab94-c987dde0107f,110,MANA,Manassas National Battlefield Park,9/11/2024 12:00:00 AM,VA,NC,1470042,National Battlefield Park,Lands,Manassas,-8629696.4927,4697586.7252
8,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,cd73c0e4-19a8-4d38-a381-42711f4c504b,344,MOJA,Mojave National Preserve,9/17/2024 12:00:00 AM,CA,PW,1888945,National Preserve,Lands,Mojave,-12861784.6486,4177095.9905
9,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,752b48e4-4f16-4c8c-bc20-8250b8deb3ef,314,PECO,Pecos National Historical Park,9/6/2024 12:00:00 AM,NM,IM,937161,National Historical Park,Lands,Pecos,-11763676.5828,4237253.0647
10,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,6412690e-7210-4c5e-ae80-8a48bc120dee,122,PRWI,Prince William Forest Park,9/10/2024 12:00:00 AM,VA,NC,1472799,Other Designation,Lands,Prince William Forest,-8614017.0225,4662482.3495
11,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,6eb69856-53dd-4ae7-b45e-a9678b235484,311,SUCR,Sunset Crater Volcano National Monument,9/6/2024 12:00:00 AM,AZ,IM,34968,National Monument,Lands,Sunset Crater Volcano,-12413386.4477,4214430.0766
12,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,c0dadd03-7a47-4cc1-aa49-dbdb752dc969,73,YUHO,Yucca House National Monument,9/6/2024 12:00:00 AM,CO,IM,202628,National Monument,Lands,Yucca House,-12098446.3345,4473357.4512
13,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,5404ca3d-c7b4-4759-a3af-df54be25122f,252,WICR,Wilson's Creek National Battlefield,9/18/2024 12:00:00 AM,MO,MW,735922,National Battlefield,Lands,Wilson's Creek,-10398261.0572,4453017.877
14,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,856e8bff-c325-4475-ba22-6e2142d4102a,251,WICL,President William Jefferson Clinton Birthplace Home National Historic Site,9/18/2024 12:00:00 AM,AR,MW,2733433,National Historic Site,Lands,President William Jefferson Clinton Birthplace Home,-10419100.7374,3984260.8134
15,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,dbb1f283-3ecd-4068-941f-e38314077227,467,SPRA,Springfield 1908 Race Riot National Monument,9/18/2024 12:00:00 AM,IL,MW,,National Monument,Lands,Springfield 1908 Race Riot,-9978825.5863,4837561.2419
16,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,247fe52b-3dad-476e-9983-aa1a09320252,279,SLBE,Sleeping Bear Dunes National Lakeshore,9/18/2024 12:00:00 AM,MI,MW,638101,National Lakeshore,Lands,Sleeping Bear Dunes,-9574864.279,5638503.6443
17,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,2858aca3-643e-42d8-bf8d-d170d0aedd28,219,SHIL,Shiloh National Military Park,9/19/2024 12:00:00 AM,MS,SE,1270094,National Military Park,Lands,Shiloh,-9833518.2112,4182989.2304
18,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,d389c686-4718-46e1-9b70-25dca429959a,441,PULL,Pullman National Historical Park,9/18/2024 12:00:00 AM,IL,MW,2766905,National Historical Park,Lands,Pullman,-9752128.5593,5116844.5867
19,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,4fcbe888-8993-4153-99cd-be761531d845,464,NEPH,New Philadelphia National Historic Site,9/18/2024 12:00:00 AM,IL,MW,,National Historic Site,Lands,New Philadelphia National Historic Site,-10125435.8012,4821883.2149
20,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,1c5ade07-abc5-4f39-a3d6-d6c7b7f9c407,458,MISP,Mill Springs Battlefield National Monument,9/18/2024 12:00:00 AM,KY,SE,498296,National Monument,Lands,Mill Springs Battlefield,-9432932.553,4447059.9067
21,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,c61121d3-1136-450c-bdae-e5e95d5eeed4,316,JELA,Jean Lafitte National Historical Park and Preserve,9/19/2024 12:00:00 AM,LA,SE,560393,National Historical Park,Lands,Jean Lafitte,-10033760.3097,3478632.5687
22,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,65daba3e-bce2-420b-878b-b8aa5584d494,11,CACO,Cape Cod National Seashore,9/19/2024 12:00:00 AM,MA,NE,606900,National Seashore,Lands,Cape Cod,-7802083.4002,5168518.3689
23,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,859a8660-b622-4034-b6cf-6f09a0130143,286,AMIS,Amistad National Recreation Area,9/6/2024 12:00:00 AM,TX,IM,1329499,National Recreation Area,Lands,Amistad,-11275374.335,3449598.3836
24,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,9ad55128-39f9-43fa-acd8-5ed5f70a498a,248,FOSC,Fort Scott National Historic Site,9/18/2024 12:00:00 AM,KS,MW,480986,National Historic Site,Lands,Fort Scott,-10542459.7622,4557335.8754
25,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,4ce718b1-df2e-4730-94d8-1a7d9393817a,260,ISRO,Isle Royale National Park,9/21/2023 12:00:00 AM,MI,MW,1616980,National Park,Lands,Isle Royale,-9885920.7573,6112021.3477
26,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,36a58b13-0d4d-443c-b922-6b52ae7fac60,354,PORE,Point Reyes National Seashore,9/30/2024 12:00:00 AM,CA,PW,234493,National Seashore,Lands,Point Reyes,-13683118.4601,4589425.4834
27,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,85751748-2011-4eb8-a6cb-abb953311478,1,BOST,Boston National Historical Park,2/9/2015 12:00:00 AM,MA,NE,600140,National Historical Park,Lands,Boston,-7909848.4708,5217059.1725
28,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,ee75d288-2c2a-4cee-bc3f-89157ec7225c,2,MAVA,Martin Van Buren National Historic Site,7/18/2012 12:00:00 AM,NY,NE,1888943,National Historic Site,Lands,Martin Van Buren,-8205822.8507,5216309.9812
29,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,01db393c-5a87-4145-8727-451e0741934b,3,SPAR,Springfield Armory National Historic Site,10/18/2011 12:00:00 AM,MA,NE,1888963,National Historic Site,Lands,Springfield Armory,-8079686.6608,5177226.1732
30,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,c1320d8a-9942-4796-a2d2-d74c05c490f6,4,ACAD,Acadia National Park,12/18/2013 12:00:00 AM,ME,NE,578853,National Park,Park,Acadia,-7597050.3779,5517888.4079
31,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,347e0356-c201-40af-ae55-adf42bd99bba,5,SACR,Saint Croix Island International Historic Site,6/20/2016 12:00:00 AM,ME,NE,581971,International Historic Site,Lands,Saint Croix Island,-7473278.3492,5641806.6864
32,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,50e310a7-05e3-4475-97bd-72543884a492,6,ADAM,Adams National Historical Park,6/5/2009 12:00:00 AM,MA,NE,1888899,National Historical Park,Lands,Adams,-7904999.4732,5199485.239
33,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,51541ff8-3c47-45d6-b0ff-af5f5e055d82,7,JOFI,John Fitzgerald Kennedy National Historic Site,10/28/2010 12:00:00 AM,MA,NE,607138,National Historic Site,Lands,John F Kennedy,-7917401.8428,5213092.3684
34,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,bc89b4a9-fbba-4111-9cad-779d51502624,8,MIMA,Minute Man National Historical Park,2/22/2018 12:00:00 AM,MA,NE,600051,National Historical Park,Lands,Minute Man,-7937071.5828,5229368.2461
35,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,969c323f-29dd-47d4-96eb-81679f269892,9,SAMA,Salem Maritime National Historic Site,3/25/2010 12:00:00 AM,MA,NE,1888961,National Historic Site,Lands,Salem Maritime,-7890955.5098,5239068.4681
36,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,8382def3-9a3d-41dc-b55b-5f2e8ce25263,10,SAIR,Saugus Iron Works National Historic Site,6/9/2014 12:00:00 AM,MA,NE,600017,National Historic Site,Lands,Saugus Iron Works,-7904547.668,5231420.0875
37,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,6ab524e2-e3ee-40d5-bb1a-e592ef6eed84,12,ELRO,Eleanor Roosevelt National Historic Site,4/22/2011 12:00:00 AM,NY,NE,1888914,National Historic Site,Lands,Eleanor Roosevelt,-8226578.1659,5125601.5713
38,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,9abe21e3-ef19-47e8-9cda-7af2d358777a,13,LONG,Longfellow House-Washington's Headquarters National Historic Site,4/18/2011 12:00:00 AM,MA,NE,2733437,National Historic Site,Lands,Longfellow,-7917751.8257,5217620.7099
39,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,a2d6c20d-ef0f-4b13-8c0b-bb79256a6b79,15,GATE,Gateway National Recreation Area,6/14/2024 12:00:00 AM,NJ,NE,882894,National Recreation Area,Lands,Gateway,-8221737.7937,4953307.2684
40,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,c006b7c1-4623-436b-a9e5-d9bfba1235f1,16,SAPA,Saint Paul's Church National Historic Site,2/9/2007 12:00:00 AM,NY,NE,1888959,National Historic Site,Lands,Saint Paul's Church,-8218234.8226,4996531.5553
41,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,fa39930d-b681-44bf-96dc-98ed36465b3b,17,THRI,Theodore Roosevelt Inaugural National Historic Site,8/28/2015 12:00:00 AM,NY,NE,2035603,National Historic Site,Lands,Theodore Roosevelt Inaugural,-8780052.0293,5296989.4027
42,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,afc069f5-37ed-42f7-8dfa-9e4e12f82797,18,FOST,Fort Stanwix National Monument,7/8/2010 12:00:00 AM,NY,NE,1888919,National Monument,Lands,Fort Stanwix,-8399659.3841,5344093.1868
43,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,0f7ca5c1-c66e-4732-83fb-649c93f91e9f,19,FIIS,Fire Island National Seashore,12/18/2013 12:00:00 AM,NY,NE,970121,National Seashore,Region,Fire Island,-8122564.6413,4968655.3231
44,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,ad3f8952-69e1-4754-ad1f-0fb42374be0b,20,HOFR,Home of Franklin D. Roosevelt National Historic Site,3/7/2006 12:00:00 AM,NY,NE,1888929,National Historic Site,Lands,Home of Franklin D Roosevelt,-8229362.1169,5125821.1688
45,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,fdfe0d74-bd7c-46aa-b8cc-bfa4b04e07d7,21,VAMA,Vanderbilt Mansion National Historic Site,7/24/2015 12:00:00 AM,NY,NE,968452,National Historic Site,Lands,Vanderbilt Mansion,-8231166.7138,5130702.106
46,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,b1375fa0-32c0-4f82-80b2-20e0e04ad965,22,SARA,Saratoga National Historical Park,3/23/2021 12:00:00 AM,NY,NE,964487,National Historical Park,Lands,Saratoga,-8196403.1614,5310744.3504
47,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,07a61246-2409-49f5-8a38-49a58fc100f1,23,SAGA,Saint-Gaudens National Historical Park,3/9/2011 12:00:00 AM,NH,NE,1888960,National Historical Park,Lands,Saint-Gaudens,-8056563.0697,5388460.5558
48,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,3e1b47b8-b257-4bb3-bbc4-4557a83aeb18,24,STLI,Statue of Liberty National Monument,5/6/2016 12:00:00 AM,NJ,NE,880864,National Monument,Lands,Statue Of Liberty,-8242221.2807,4967946.19
49,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,ebc0f8f5-168b-4766-b8fa-f6b796e0a1f1,25,EDIS,Thomas Edison National Historical Park,4/22/2008 12:00:00 AM,NJ,NE,874901,National Historical Park,Lands,Thomas Edison,-8264336.7438,4980787.4998
50,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,c9959c69-a2dd-46b7-b3be-59c8cd3bcb4a,26,MORR,Morristown National Historical Park,2/23/2012 12:00:00 AM,NJ,NE,878495,National Historical Park,Lands,Morristown,-8297476.0309,4978154.1736
51,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,1b4d291a-b364-4a14-848c-b014c7dc83f6,27,THRB,Theodore Roosevelt Birthplace National Historic Site,3/28/2011 12:00:00 AM,NY,NE,2083047,National Historic Site,Lands,Theodore Roosevelt Birthplace,-8236419.3766,4973861.5475
52,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,dfc80bd2-fab1-4330-9289-2bfa8c55d97d,28,CACL,Castle Clinton National Monument,2/16/2007 12:00:00 AM,NY,NE,945983,National Monument,Lands,Castle Clinton,-8239510.1313,4968703.4939
53,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,6437b79b-9d03-4bfb-9e3e-b4a26f8186dd,29,FEHA,Federal Hall National Memorial,3/30/2017 12:00:00 AM,NY,NE,2057537,National Memorial,Lands,Federal Hall,-8238784.642,4969266.6371
54,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,7f7625d7-89b4-45f2-9089-767d71a61e7c,30,GEGR,General Grant National Memorial,7/22/2013 12:00:00 AM,NY,NE,2733424,National Memorial,Lands,General Grant,-8233532.6456,4984863.1261
55,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,3eeec2cd-852f-49a6-9655-09bba3d15ddd,31,HAGR,Hamilton Grange National Memorial,3/28/2016 12:00:00 AM,NY,NE,2083660,National Memorial,Lands,Hamilton Grange,-8231765.9119,4986026.7452
56,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,e926168e-fd61-4a99-8bf5-568ceecb6476,32,SAHI,Sagamore Hill National Historic Site,7/29/2011 12:00:00 AM,NY,NE,970557,National Historic Site,Lands,Sagamore Hill,-8181561.1982,4995516.0709
57,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,209c2ca1-de6f-4065-afce-685767a17257,33,BOAF,Boston African American National Historic Site,3/12/2009 12:00:00 AM,MA,NE,1888904,National Historic Site,Lands,Boston African American,-7911548.0439,5214741.706
58,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,10/2/2024 9:10:01 AM,NPS_WASO_LANDS,e4a1ac74-d231-48eb-85f1-ba3e74a2f6ed,34,BOHA,Boston Harbor Islands National Recreation Area,11/23/2022 9:50:36 AM,MA,NE,606990,National Recreation Area,Lands,Boston Harbor Islands,-7889858.9817,5200316.1726
59,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f45e259d-48d4-4bea-ae4a-7ad9f1bb4c5d,35,AFBG,African Burial Ground National Monument,8/19/2008 12:00:00 AM,NY,NE,2060434,National Monument,Lands,African Burial Ground,-8238124.123,4970329.8167
60,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,d5406485-b1a7-49fe-ae5a-d6df0c139859,36,GOIS,Governors Island National Monument,8/15/2012 12:00:00 AM,NY,NE,2092022,National Monument,Lands,Governors Island,-8239470.102,4966969.6241
61,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,3d1a9796-e491-4198-9eea-c53e22381810,37,LOWE,Lowell National Historical Park,12/18/2013 12:00:00 AM,MA,NE,1888940,National Historical Park,RISD,Lowell,-7938440.899,5258165.0115
62,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,36cd966d-d4a3-4758-85bf-8275a3fa4e01,38,ROWI,Roger Williams National Memorial,9/30/2011 12:00:00 AM,RI,NE,1904107,National Memorial,Lands,Roger Williams,-7949379.3915,5135502.1212
63,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,36bd9a13-8146-4f84-ac35-b77bec7001ce,40,NEBE,New Bedford Whaling National Historical Park,7/15/2011 12:00:00 AM,MA,NE,2733436,National Historical Park,Lands,New Bedford Whaling,-7895139.5644,5106534.2318
64,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,71061620-1866-42fb-b02f-3e4e3ad2f03b,42,WEFA,Weir Farm National Historical Park,8/27/2015 12:00:00 AM,CT,NE,1888972,National Historical Park,Lands,Weir Farm,-8177021.3761,5050496.9513
65,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,a6c8be4a-e71f-4d4f-aacc-5f666fd56bac,43,MABI,Marsh-Billings-Rockefeller National Historical Park,9/21/2011 12:00:00 AM,VT,NE,1888942,National Historical Park,Lands,Marsh - Billings - Rockefeller,-8074483.4048,5408899.4124
66,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,13079a6f-cb26-4255-9cc8-6e0ea0e26c04,44,WORI,Women's Rights National Historical Park,8/19/2011 12:00:00 AM,NY,NE,1888975,National Historical Park,Lands,Women's Rights,-8554280.7523,5297175.0954
67,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,52bcdeae-97b3-44a0-b76c-19366a9839e9,46,FRLA,Frederick Law Olmsted National Historic Site,3/1/2016 12:00:00 AM,MA,NE,1971618,National Historic Site,Lands,Frederick Law Olmsted,-7918397.7242,5209765.2127
68,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,c0ca0946-68f5-4396-91fc-9a7e674cfcab,47,KNRI,Knife River Indian Villages National Historic Site,4/3/2012 12:00:00 AM,ND,MW,1888938,National Historic Site,Lands,Knife River Indian Villages,-11285986.8177,5999886.149
69,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,133b01f2-320f-47b5-8512-3294ee2745b0,49,BADL,Badlands National Park,3/18/2024 12:00:00 AM,SD,MW,1265096,National Park,Lands,Badlands,-11398442.9414,5439799.8705
70,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,d5be1604-a71d-44db-8c70-f001cd8f9d82,51,CANY,Canyonlands National Park,4/26/2010 12:00:00 AM,UT,IM,1448008,National Park,Lands,Canyonlands,-12232137.1115,4617933.0383
71,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,43aec044-1311-439a-ae24-999abba60496,52,ARCH,Arches National Park,3/13/2023 1:42:21 PM,UT,IM,1455716,National Park,Lands,Arches,-12200111.584,4679920.0695
72,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,4ed4378f-f9e1-4042-94b1-c749eaba849c,53,NABR,Natural Bridges National Monument,7/12/2010 12:00:00 AM,UT,IM,1454484,National Monument,Lands,Natural Bridges,-12246379.4723,4523442.8042
73,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,8310d823-22ea-4453-9c52-ccfb6d4b040f,54,BLCA,Black Canyon of the Gunnison National Park,3/13/2023 1:45:01 PM,CO,IM,203271,National Park,Lands,Black Canyon of the Gunnison,-11993974.0044,4661603.5237
74,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,338ab99d-c0de-4424-98c5-e6eb265e6187,55,COLM,Colorado National Monument,4/1/2016 12:00:00 AM,CO,IM,202252,National Monument,Lands,Colorado,-12099239.802,4729512.5634
75,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,762c8d6f-472f-443f-8e72-ca9225bc1e09,56,CURE,Curecanti National Recreation Area,5/25/2017 12:00:00 AM,CO,IM,196412,National Recreation Area,Lands,Curecanti,-11952318.6016,4643551.2323
76,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,1a039ac9-8503-4c80-a8ce-72de561ddfd5,57,LIBI,Little Bighorn Battlefield National Monument,2/23/2005 12:00:00 AM,MT,IM,806297,National Monument,Lands,Little Bighorn Battlefield,-11958801.0768,5710983.6045
77,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f277fa4a-8f44-473c-995e-f19b2b985a5d,58,DETO,Devils Tower National Monument,12/8/2014 12:00:00 AM,WY,IM,2733421,National Monument,Lands,Devils Tower,-11656839.0558,5557217.5392
78,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,f53d0437-b693-4e19-bb1f-431176679126,59,DINO,Dinosaur National Monument,3/13/2024 12:00:00 AM,CO,IM,169567,National Monument,Lands,Dinosaur,-12126892.8066,4938039.8721
79,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,458e9521-9597-4427-959a-f9f89c8c484c,60,FOLA,Fort Laramie National Historic Site,4/9/2018 12:00:00 AM,WY,IM,1597073,National Historic Site,Lands,Fort Laramie,-11638135.0123,5191351.831
80,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,cb476ced-19be-4ca8-887a-4bd356f31903,61,GLAC,Glacier National Park,12/4/2023 12:00:00 AM,MT,IM,1803454,National Park,Lands,Glacier,-12663291.4533,6210435.0208
81,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,0c573fca-606e-4446-afed-a11d104bf111,62,GLCA,Glen Canyon National Recreation Area,4/22/2022 12:00:00 AM,AZ,IM,23865,National Recreation Area,Lands,Glen Canyon,-12334437.6508,4494732.7133
82,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,4956ea7f-7911-4f9c-a83e-efa2dbac21c7,63,RABR,Rainbow Bridge National Monument,3/29/2010 12:00:00 AM,UT,IM,23944,National Monument,Lands,Rainbow Bridge,-12352625.2906,4449969.6885
83,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,10/2/2024 9:10:02 AM,NPS_WASO_LANDS,cc06e422-57f3-43b1-8a0f-0153dfec531c,64,GOSP,Golden Spike National Historical Park,2/17/2011 12:00:00 AM,UT,IM,1428242,National Historical Park,Lands,Golden Spike,-12528774.7389,5103712.4448
