OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME,x,y
167,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,1eee263c-87a5-4280-ae59-a1125b5d2e37,157,PETE,Petersburg National Battlefield,3/11/2024 12:00:00 AM,VA,NE,1498529,National Battlefield,Lands,Petersburg,-8640131.2117,4459300.3273
168,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,4e36ab26-4d59-4028-85e0-7a45eeb7f15d,158,NERI,New River Gorge National Park and Preserve,12/18/2013 12:00:00 AM,WV,NE,1877618,National Preserve,Region,New River Gorge,-9021658.5661,4564881.8455
169,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,3bf3f0a8-52fc-4ceb-90d0-6e9b79c1c95c,159,MAWA,Maggie L. Walker National Historic Site,11/30/2011 12:00:00 AM,VA,NE,1780716,National Historic Site,Lands,Maggie L. Walker,-8620213.7274,4515679.6255
170,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,77b04895-2482-4616-a2d5-4519666aec9f,160,RICH,Richmond National Battlefield Park,3/23/2021 12:00:00 AM,VA,NE,1473199,National Battlefield Park,Lands,Richmond,-8602917.7489,4518868.1145
171,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,1f086151-8964-4660-983f-07f79b57b4c0,161,SHEN,Shenandoah National Park,12/13/2023 12:00:00 AM,VA,NE,1488805,National Park,Lands,Shenandoah,-8734567.0927,4646381.0616
172,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,61a01c2d-4c9b-49f5-a115-c9166fe2e880,162,THST,Thomas Stone National Historic Site,7/28/2009 12:00:00 AM,MD,NE,1888967,National Historic Site,Lands,Thomas Stone,-8575741.9821,4654411.7085
173,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,2c904d94-7688-4d29-81a0-eb37104ca0b7,163,STEA,Steamtown National Historic Site,12/18/2013 12:00:00 AM,PA,NE,1877509,National Historic Site,Region,Steamtown,-8423720.5517,5072704.9374
174,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,fe6126bb-fc91-44e6-8f83-93ff0a8bb105,164,UPDE,Upper Delaware Scenic and Recreational River,12/22/2015 12:00:00 AM,NY,NE,1888970,National Wild & Scenic River,Lands,Upper Delaware,-8350043.4605,5088896.1028
175,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,9f624198-f4ba-47cc-b6e5-0955938f79ef,165,VAFO,Valley Forge National Historical Park,5/14/2018 12:00:00 AM,PA,NE,1211947,National Historical Park,Lands,Valley Forge,-8398463.2726,4880557.4849
176,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,f8ff0862-21e3-4f07-8628-bbd34b6be9ff,166,BICY,Big Cypress National Preserve,9/26/2019 12:00:00 AM,FL,SE,302659,National Preserve,Lands,Big Cypress,-9028566.257,2997416.9219
177,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,38f70cea-62a2-4ae4-855a-fae57019819d,167,TUIN,Tuskegee Institute National Historic Site,1/14/2016 12:00:00 AM,AL,SE,158362,National Historic Site,Lands,Tuskegee Institute,-9540613.598,3819923.2972
178,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,532a2798-8a83-43c0-9b8b-dba90c8440e3,168,CANA,Canaveral National Seashore,7/30/2008 12:00:00 AM,FL,SE,307730,National Seashore,Lands,Canaveral,-8988801.3082,3347448.4051
179,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,458d819f-3373-4d0d-baf4-74fb6e17b9ad,169,CHAT,Chattahoochee River National Recreation Area,3/9/2021 12:00:00 AM,GA,SE,1688073,National Recreation Area,Lands,Chattahoochee River,-9380531.1177,4025291.2572
180,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,96033134-bdb2-46eb-9c71-0cba8d791c0a,172,ANDE,Andersonville National Historic Site,8/19/2014 12:00:00 AM,GA,SE,310534,National Historic Site,Lands,Andersonville,-9365380.2737,3789313.8416
181,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,88d6eb34-092c-433b-94ac-29cb1c94a693,173,BISO,Big South Fork National River and Recreation Area,12/18/2013 12:00:00 AM,KY,SE,1309762,National River,Region,Big South Fork,-9426038.6865,4372779.3182
182,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,f4454751-fdb1-4915-85de-6035424f22a3,174,BLRI,Blue Ridge Parkway,12/14/2023 12:00:00 AM,NC,SE,1009494,Parkway,Lands,Blue Ridge Parkway,-9024749.6399,4360749.0886
183,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,5f438ee7-6fa9-49b5-bd48-ccf8382529aa,175,CARL,Carl Sandburg Home National Historic Site,9/30/2020 12:00:00 AM,NC,SE,1006677,National Historic Site,Lands,Carl Sandburg Home,-9178371.2631,4200337.1146
184,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,5d2400ec-0348-432b-9fdd-03d8590b44dd,176,GUCO,Guilford Courthouse National Military Park,9/23/2020 12:00:00 AM,NC,SE,986193,National Military Park,Lands,Guilford Courthouse,-8888134.5824,4318712.2537
185,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,2f7399c0-9f85-44eb-9e35-df479091576a,177,FORA,Fort Raleigh National Historic Site,9/17/2020 12:00:00 AM,NC,SE,985324,National Historic Site,Lands,Fort Raleigh,-8428655.4319,4291615.7929
186,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,de002665-b44b-4f76-bb8f-80a99eb31d13,178,WRBR,Wright Brothers National Memorial,5/23/2011 12:00:00 AM,NC,SE,1027483,National Memorial,Lands,Wright Brothers,-8423337.4465,4303049.2903
187,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,e32db14f-3a05-4d43-8562-4cb15682ad97,179,CAHA,Cape Hatteras National Seashore,12/18/2013 12:00:00 AM,NC,SE,982628,National Seashore,Region,Cape Hatteras,-8416145.2616,4196129.4659
188,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,983c6bf3-bc78-459b-885c-9c393e85989d,180,CALO,Cape Lookout National Seashore,12/18/2013 12:00:00 AM,NC,SE,1000889,National Seashore,Region,Cape Lookout,-8498985.0138,4140548.9612
189,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,bb7cf261-fcc3-4420-8e12-565924be50e9,181,CHCH,Chickamauga and Chattanooga National Military Park,12/18/2013 12:00:00 AM,GA,SE,330990,National Military Park,Region,Chickamauga and Chattanooga,-9490565.7986,4152915.6546
190,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,afffbe35-b625-421c-a6c1-5a7b0a1378e2,182,CUGA,Cumberland Gap National Historical Park,3/15/2024 9:30:23 AM,KY,SE,490476,National Historical Park,Lands,Cumberland Gap,-9311345.2376,4386111.4968
191,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,89af7da4-6d98-4dcf-973c-9ec221a669b2,183,CONG,Congaree National Park,6/7/2022 12:00:00 AM,SC,SE,2035095,National Park,Lands,Congaree,-8990553.5269,4001183.0277
192,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,45318cae-3e50-4732-81dc-b5241d11bc87,184,BISC,Biscayne National Park,12/2/2010 12:00:00 AM,FL,SE,294450,National Park,Lands,Biscayne,-8929860.7841,2933547.1299
193,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,bbbd56f5-1973-44ce-8ee8-813f7ca646e0,185,CASA,Castillo de San Marcos National Monument,2/28/2005 12:00:00 AM,FL,SE,307911,National Monument,Lands,Castillo de San Marcos,-9051660.4576,3490433.242
194,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,8bf6c564-299d-4dc6-ab9c-3209c5123698,186,FOMA,Fort Matanzas National Monument,10/26/2009 12:00:00 AM,FL,SE,307963,National Monument,Lands,Fort Matanzas,-9043422.5672,3466521.3006
195,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,470b5452-3407-4d34-a90b-8c84ed25a3fb,187,EVER,Everglades National Park,6/24/2019 12:00:00 AM,FL,SE,293666,National Park,Lands,Everglades,-9011851.6979,2910492.4314
196,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,e0aa105f-03ae-4f5d-82cb-2303708f36f8,190,DRTO,Dry Tortugas National Park,11/7/2007 12:00:00 AM,FL,SE,307632,National Park,Lands,Dry Tortugas,-9225503.7545,2832295.7921
197,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,148f0d70-bb1c-40f1-a25f-a9a856149f07,191,DESO,De Soto National Memorial,8/7/2014 12:00:00 AM,FL,SE,294586,National Memorial,Lands,De Soto,-9199765.5076,3188866.4381
198,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,e6384eb7-764f-4c8a-8563-6a48e32661a5,192,FOCA,Fort Caroline National Memorial,6/7/2016 12:00:00 AM,FL,SE,282677,National Memorial,Lands,Fort Caroline,-9072592.5796,3553008.3429
199,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,c0892f7e-4013-411e-a07d-658ab9781be3,193,GUIS,Gulf Islands National Seashore,10/5/2010 12:00:00 AM,FL,SE,689020,National Seashore,Lands,Gulf Islands,-9686819.5891,3549313.9287
200,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,c2d07214-3775-40f5-8fa2-117da561b197,194,SAJU,San Juan National Historic Site,12/18/2013 12:00:00 AM,PR,SE,1879024,National Historic Site,Region,San Juan,-7360499.6458,2092461.2825
201,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,73ab74fa-6d74-4413-81a8-7bb7e07410f9,195,TIMU,Timucuan Ecological and Historic Preserve,12/18/2013 12:00:00 AM,FL,SE,2733416,National Preserve,Region,Timucuan,-9067206.8514,3564850.581
202,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,bbb9bcd4-4787-4f90-8cdc-45fded5be47c,196,VIIS,Virgin Islands National Park,10/24/2019 12:00:00 AM,VI,SE,1614406,National Park,Lands,Virgin Islands,-7206807.8463,2077846.2814
203,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10d2c511-cb5e-477d-a095-b04bf8a865f0,197,VICR,Virgin Islands Coral Reef National Monument,4/4/2013 12:00:00 AM,VI,SE,2733450,National Monument,Lands,Virgin Islands Coral Reef,-7202802.2215,2070314.0719
204,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,0bb3e75f-2c2e-4361-a789-7b97bc181888,198,BUIS,Buck Island Reef National Monument,3/20/2006 12:00:00 AM,VI,SE,1613756,National Monument,Lands,Buck Island Reef,-7193459.308,2015180.4607
205,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,bd73a4a8-5624-4de8-a569-db48652bf7a7,199,CHRI,Christiansted National Historic Site,6/19/2014 12:00:00 AM,VI,SE,1993781,National Historic Site,Lands,Christiansted,-7206826.349,2006448.9477
206,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,4edffa55-e774-4272-b7c5-26fc93c41205,200,SARI,Salt River Bay National Historical Park and Ecological Preserve,3/5/2009 12:00:00 AM,VI,SE,1993989,National Historical Park,Lands,Salt River Bay,-7208587.4521,2011836.0953
207,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,2d35c150-a574-46da-8524-f6e15b130f5b,201,FODO,Fort Donelson National Battlefield,7/27/2015 12:00:00 AM,KY,SE,1284664,National Battlefield,Lands,Fort Donelson,-9780572.9896,4367663.2538
208,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,776dbf71-f10c-4202-a2a4-935ae26c36bc,202,FOFR,Fort Frederica National Monument,12/15/2023 12:00:00 AM,GA,SE,314290,National Monument,Lands,Fort Frederica,-9060303.0254,3661811.7591
209,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,54d83020-3607-4275-a64f-e74246e18db7,203,FOPU,Fort Pulaski National Monument,12/21/2010 12:00:00 AM,GA,SE,314296,National Monument,Lands,Fort Pulaski,-9010201.115,3767617.581
210,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,0c09ff83-1899-4610-a3a8-1433df7386f7,204,FOSU,Fort Sumter and Fort Moultrie National Historical Park,3/31/2021 12:00:00 AM,SC,SE,1222505,National Historical Park,Lands,Fort Sumter and Fort Moultrie,-8892142.4148,3862614.1019
211,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,f042e0e3-5c19-4b0b-bf74-3b4af4c0653f,205,ANJO,Andrew Johnson National Historic Site,1/24/2007 12:00:00 AM,TN,SE,1304837,National Historic Site,Lands,Andrew Johnson,-9221490.9616,4322043.9614
212,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,fd21864f-2bad-4151-b8eb-dc9978630ff7,206,GRSM,Great Smoky Mountains National Park,12/18/2013 12:00:00 AM,NC,SE,1018241,National Park,Park,Great Smoky Mountains,-9294965.9615,4248754.2691
213,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,45d72083-769b-4ce8-a8a0-e5603aa569bf,207,HOBE,Horseshoe Bend National Military Park,10/26/2009 12:00:00 AM,AL,SE,149966,National Military Park,Lands,Horseshoe Bend,-9543616.1894,3891914.4847
214,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,0d6b1957-de8e-43d4-9b08-83295ef9987d,208,KEMO,Kennesaw Mountain National Battlefield Park,9/23/2020 12:00:00 AM,GA,SE,310345,National Battlefield Park,Lands,Kennesaw Mountain,-9416409.5547,4018605.1828
215,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,eae76ec0-06fe-4488-afe6-0a30827ebe26,209,KIMO,Kings Mountain National Military Park,6/27/2011 12:00:00 AM,SC,SE,1223739,National Military Park,Lands,Kings Mountain,-9060192.9963,4182592.3567
216,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,69d5bb62-dfe2-4479-8e72-808f27ca810a,210,COWP,Cowpens National Battlefield,9/17/2014 12:00:00 AM,SC,SE,1247412,National Battlefield,Lands,Cowpens,-9106996.383,4181937.3391
217,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,10/2/2024 9:10:03 AM,NPS_WASO_LANDS,72a2d536-3394-4646-a165-bbd95c07a714,212,MACA,Mammoth Cave National Park,7/18/2023 11:20:24 AM,KY,SE,507318,National Park,Lands,Mammoth Cave,-9586870.5441,4465432.0473
218,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,8a60dc33-d4b9-42ab-8c58-d3b17806788c,213,ABLI,Abraham Lincoln Birthplace National Historical Park,10/3/2007 12:00:00 AM,KY,SE,496556,National Historical Park,Lands,Abraham Lincoln Birthplace,-9533678.6791,4524768.8096
219,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,74d089ad-08b2-4704-ae2d-e979b8049fb5,214,MOCR,Moores Creek National Battlefield,10/26/2009 12:00:00 AM,NC,SE,1025558,National Battlefield,Lands,Moores Creek,-8695177.6631,4090507.0588
220,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,099e7971-764a-4720-8625-e4e7fa8441aa,215,NATR,Natchez Trace Parkway,4/12/2016 12:00:00 AM,AL,SE,123648,Parkway,Lands,Natchez Trace,-9980316.7356,3878156.3946
221,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,4d69b54f-1b6e-4eca-81bc-7a6d91a2dd4d,217,BRCR,Brices Cross Roads National Battlefield Site,10/13/2005 12:00:00 AM,MS,SE,667556,National Battlefield Site,Lands,Brices Cross Roads,-9877256.1191,4096966.3833
222,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,4d5e200b-c018-48f6-9122-401144d3ff34,218,TUPE,Tupelo National Battlefield,10/13/2005 12:00:00 AM,MS,SE,1888969,National Battlefield,Lands,Tupelo,-9878167.8616,4063172.4823
223,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,65a67088-86e1-4130-905d-39c0e6e82c57,220,STRI,Stones River National Battlefield,3/29/2018 12:00:00 AM,TN,SE,1888964,National Battlefield,Lands,Stones River,-9621739.8947,4283196.1998
224,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,f6c0248d-f997-4169-892e-e8703533ed35,221,VICK,Vicksburg National Military Park,8/11/2021 12:00:00 AM,LA,SE,679217,National Military Park,Lands,Vicksburg,-10113622.9689,3809024.8752
225,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,14318fc0-4072-4c4e-8cc9-e5374f75992a,222,OCMU,Ocmulgee Mounds National Historical Park,9/25/2020 12:00:00 AM,GA,SE,1888951,National Historical Park,Lands,Ocmulgee,-9305690.0467,3872398.1204
226,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,ab306597-c1ae-4337-a1f8-0cbc198ef086,223,CUIS,Cumberland Island National Seashore,10/16/2018 12:00:00 AM,GA,SE,325829,National Seashore,Lands,Cumberland Island,-9067696.7108,3609319.3543
227,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,71222099-9fbf-4403-9f94-cc96c2e13808,224,OBRI,Obed Wild and Scenic River,9/23/2020 12:00:00 AM,TN,SE,1309684,National Wild & Scenic River,Lands,Obed,-9431511.1581,4315643.1783
228,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1b7023a9-b170-4332-bfbe-6bb341b3d53d,225,LIRI,Little River Canyon National Preserve,4/29/2013 12:00:00 AM,AL,SE,1888939,National Preserve,Lands,Little River Canyon,-9530799.8265,4082082.5869
229,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,7fc14ad0-536a-4819-914c-a4e785332c0d,226,RUCA,Russell Cave National Monument,12/14/2022 1:48:04 PM,AL,SE,126026,National Monument,Lands,Russell Cave,-9552839.623,4160414.374
230,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,5c6e9e37-7fdf-4177-a2a6-11d0003fe6e5,227,NISI,Ninety Six National Historic Site,3/20/2006 12:00:00 AM,SC,SE,1227788,National Historic Site,Lands,Ninety Six,-9129880.7513,4048108.6921
231,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,5959233b-69d7-4ff6-b150-471457a3324c,228,TUAI,Tuskegee Airmen National Historic Site,2/3/2009 12:00:00 AM,AL,SE,2492338,National Historic Site,Lands,Tuskegee Airmen,-9537698.4001,3823167.8015
232,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,c92a7b8d-3590-44e9-9cee-394808cad52c,229,SEMO,Selma to Montgomery National Historic Trail,5/19/2011 12:00:00 AM,AL,SE,2733435,National Trails System,Lands,Selma to Montgomery,-9654537.905,3798902.5762
233,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,4ee035ae-bb51-4c0f-be32-439e8b47ad95,230,NATC,Natchez National Historical Park,12/28/2020 12:00:00 AM,MS,SE,1888946,National Historical Park,Lands,Natchez,-10172607.9299,3703400.4714
234,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,88c7f011-2d1e-4b85-adda-0ecf9c7aeaa3,231,CHPI,Charles Pinckney National Historic Site,4/29/2020 12:00:00 AM,SC,SE,1252725,National Historic Site,Lands,Charles Pinckney,-8886052.1698,3874828.4185
235,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,ba0faa71-099d-41e4-864a-674f8b6647b8,232,JICA,Jimmy Carter National Historical Park,8/3/2015 12:00:00 AM,GA,SE,1888934,National Historical Park,Lands,Jimmy Carter,-9398958.5347,3766808.26
236,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,501f6add-653b-415d-aff4-7f365d054732,234,CUVA,Cuyahoga Valley National Park,10/31/2023 12:00:00 AM,OH,MW,1066328,National Park,Lands,Cuyahoga Valley,-9080296.5959,5043248.228
237,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,ecc08dd9-3bc2-4fda-a9c0-2ab9687eb04b,235,BRVB,Brown v. Board of Education National Historical Park,3/18/2024 12:00:00 AM,KS,MW,2510335,National Historical Park,Lands,Brown V Board Of Education,-10650578.0486,4727069.5042
238,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,3a6fca78-402a-435d-8acf-b02cc4ff3819,236,APIS,Apostle Islands National Lakeshore,8/25/2017 12:00:00 AM,WI,MW,1581059,National Lakeshore,Lands,Apostle Islands,-10083527.3845,5932064.5994
239,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,68b350c1-3d6c-4292-a31a-60f5f53ed465,237,FILA,First Ladies National Historic Site,11/20/2018 12:00:00 AM,OH,MW,2035610,National Historic Site,Lands,First Ladies,-9058727.6745,4982390.8587
240,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,0dadebeb-1cdd-41ae-8d3b-c62d4a71bdff,239,NIOB,Niobrara National Scenic River,7/9/2021 12:00:00 AM,NE,MW,1888949,National Wild & Scenic River,Lands,Niobrara,-11147458.8134,5283655.9452
241,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,4ec22324-93a3-4954-8f41-f7a95b9fc43d,241,IATR,Ice Age National Scenic Trail,12/14/2023 12:00:00 AM,WI,MW,2733461,National Scenic Trail,Lands,Ice Age,-9976120.3354,5323940.6268
242,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,b8741241-6886-44a6-b5c1-33debe8e3e82,243,EFMO,Effigy Mounds National Monument,8/19/2019 12:00:00 AM,IA,MW,456249,National Monument,Lands,Effigy Mounds,-10153258.8425,5325893.6277
243,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,0eac9dd5-05db-4ff1-ad92-e831174dd4b8,244,DAAV,Dayton Aviation Heritage National Historical Park,5/30/2013 12:00:00 AM,OH,MW,1083940,National Historical Park,Lands,Dayton Aviation Heritage,-9358035.786,4837426.1388
244,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,a415cb40-a35c-464d-b8ac-7b5b417492ce,246,FOLS,Fort Larned National Historic Site,7/28/2010 12:00:00 AM,KS,MW,475845,National Historic Site,Lands,Fort Larned,-11044618.6071,4605421.7641
245,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,9cf4f6d9-b581-475b-acc7-b418afc7161d,247,NICO,Nicodemus National Historic Site,3/18/2024 12:00:00 AM,KS,MW,2733440,National Historic Site,Lands,Nicodemus,-11089408.4322,4777743.5799
246,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,7d46c753-034c-42c9-bc6d-9fd6e26aebb8,249,TAPR,Tallgrass Prairie National Preserve,1/14/2016 12:00:00 AM,KS,MW,1888965,National Preserve,Lands,Tallgrass Prairie,-10747886.7242,4638722.7776
247,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,1f57b275-6756-40a8-8957-46dd0e6f5f0d,250,GWCA,George Washington Carver National Monument,11/30/2018 12:00:00 AM,MO,MW,718402,National Monument,Lands,George Washington Carver,-10503608.5998,4437245.6059
248,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,6e0bb646-3d22-4302-96c3-cb9d1cfa958e,253,JAGA,James A. Garfield National Historic Site,9/7/2010 12:00:00 AM,OH,MW,1888932,National Historic Site,Lands,James A Garfield,-9055939.7125,5110912.1751
249,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,10/2/2024 9:10:04 AM,NPS_WASO_LANDS,2415ba81-f651-447a-a3de-b780dc8b467d,254,KEWE,Keweenaw National Historical Park,9/19/2017 12:00:00 AM,MI,MW,1888937,National Historical Park,Lands,Keweenaw,-9859494.0165,5964793.3705
